CODGEO;sous_seg1;Seg1
2215;2_3;2.0
22150000;2_3;2.0
2216;2_1;2.0
22160000;2_1;2.0
2217;3_1;3.0
22170000;3_1;3.0
2218;3_3;3.0
22180000;3_3;3.0
2219;1;1.0
22190000;1;1.0
2220;1;1.0
22200000;1;1.0
2221;1;1.0
22210000;1;1.0
2222;1;1.0
22220000;1;1.0
2223;2_3;2.0
22230000;2_3;2.0
2224;1;1.0
22240000;1;1.0
2225;2_1;2.0
22250000;2_1;2.0
2226;3_2;3.0
22260000;3_2;3.0
2227;1;1.0
22270000;1;1.0
2228;1;1.0
22280000;1;1.0
2229;1;1.0
22290000;1;1.0
2230;2_1;2.0
22300000;2_1;2.0
2231;2_3;2.0
22310000;2_3;2.0
2232;1;1.0
22320000;1;1.0
2233;1;1.0
22330000;1;1.0
2234;1;1.0
22340000;1;1.0
2235;2_1;2.0
22350000;2_1;2.0
2236;3_1;3.0
22360000;3_1;3.0
2237;4;4.0
22370000;4;4.0
2238;2_3;2.0
22380000;2_3;2.0
2239;1;1.0
22390000;1;1.0
2240;1;1.0
22400000;1;1.0
2241;2_1;2.0
22410000;2_1;2.0
2242;1;1.0
22420000;1;1.0
2243;5;5.0
22430000;5;5.0
2244;1;1.0
22440000;1;1.0
2245;3_2;3.0
22450000;3_2;3.0
2246;1;1.0
22460000;1;1.0
2248;1;1.0
22480000;1;1.0
2249;2_1;2.0
22490000;2_1;2.0
2250;2_1;2.0
22500000;2_1;2.0
2251;3_1;3.0
22510000;3_1;3.0
2252;2_1;2.0
22520000;2_1;2.0
2253;3_3;3.0
22530000;3_3;3.0
2254;1;1.0
22540000;1;1.0
2255;2_2;2.0
22550000;2_2;2.0
2256;2_1;2.0
22560000;2_1;2.0
2257;3_2;3.0
22570000;3_2;3.0
2258;2_1;2.0
22580000;2_1;2.0
2259;2_3;2.0
22590000;2_3;2.0
2260;2_2;2.0
22600000;2_2;2.0
2261;2_3;2.0
22610000;2_3;2.0
2262;2_2;2.0
22620000;2_2;2.0
2263;1;1.0
22630000;1;1.0
2264;2_3;2.0
22640000;2_3;2.0
2265;2_1;2.0
22650000;2_1;2.0
2266;2_1;2.0
22660000;2_1;2.0
2267;3_3;3.0
22670000;3_3;3.0
2268;3_1;3.0
22680000;3_1;3.0
2269;1;1.0
22690000;1;1.0
2270;1;1.0
22700000;1;1.0
2271;1;1.0
22710000;1;1.0
2272;1;1.0
22720000;1;1.0
2273;2_1;2.0
22730000;2_1;2.0
2274;2_1;2.0
22740000;2_1;2.0
2275;1;1.0
22750000;1;1.0
2276;1;1.0
22760000;1;1.0
2277;2_1;2.0
22770000;2_1;2.0
2278;1;1.0
22780000;1;1.0
2279;2_3;2.0
22790000;2_3;2.0
2280;1;1.0
22800000;1;1.0
2281;2_2;2.0
22810000;2_2;2.0
2282;1;1.0
22820000;1;1.0
2283;2_2;2.0
22830000;2_2;2.0
2284;1;1.0
22840000;1;1.0
2286;2_2;2.0
22860000;2_2;2.0
2287;3_1;3.0
22870000;3_1;3.0
2288;3_3;3.0
22880000;3_3;3.0
2289;1;1.0
22890000;1;1.0
2290;4;4.0
22900000;4;4.0
2291;2_1;2.0
22910000;2_1;2.0
2292;4;4.0
22920000;4;4.0
2293;1;1.0
22930000;1;1.0
2294;1;1.0
22940000;1;1.0
2295;3_1;3.0
22950000;3_1;3.0
2296;3_1;3.0
22960000;3_1;3.0
2297;1;1.0
22970000;1;1.0
2298;3_1;3.0
22980000;3_1;3.0
2299;1;1.0
22990000;1;1.0
2301;2_1;2.0
23010000;2_1;2.0
2302;2_1;2.0
23020000;2_1;2.0
2303;8_1;8.0
23030000;8_1;8.0
2304;8_1;8.0
23040000;8_1;8.0
2305;5;5.0
23050000;5;5.0
2306;2_3;2.0
23060000;2_3;2.0
2307;5;5.0
23070000;5;5.0
2308;2_3;2.0
23080000;2_3;2.0
2309;3_3;3.0
23090000;3_3;3.0
2310;1;1.0
23100000;1;1.0
2311;1;1.0
23110000;1;1.0
2312;1;1.0
23120000;1;1.0
2313;2_2;2.0
23130000;2_2;2.0
2315;5;5.0
23150000;5;5.0
2316;2_1;2.0
23160000;2_1;2.0
2317;1;1.0
23170000;1;1.0
2318;3_1;3.0
23180000;3_1;3.0
2319;2_3;2.0
23190000;2_3;2.0
2320;3_3;3.0
23200000;3_3;3.0
2321;3_1;3.0
23210000;3_1;3.0
2322;2_3;2.0
23220000;2_3;2.0
2323;1;1.0
23230000;1;1.0
2324;2_2;2.0
23240000;2_2;2.0
2325;1;1.0
23250000;1;1.0
2326;1;1.0
23260000;1;1.0
2327;1;1.0
23270000;1;1.0
2328;1;1.0
23280000;1;1.0
2329;1;1.0
23290000;1;1.0
2330;4;4.0
23300000;4;4.0
2331;1;1.0
23310000;1;1.0
2332;3_1;3.0
23320000;3_1;3.0
2333;1;1.0
23330000;1;1.0
2334;5;5.0
23340000;5;5.0
2335;2_1;2.0
23350000;2_1;2.0
2336;1;1.0
23360000;1;1.0
2337;2_1;2.0
23370000;2_1;2.0
2338;2_2;2.0
23380000;2_2;2.0
2339;2_1;2.0
23390000;2_1;2.0
2340;5;5.0
23400000;5;5.0
2341;2_2;2.0
23410000;2_2;2.0
2342;2_1;2.0
23420000;2_1;2.0
2343;2_1;2.0
23430000;2_1;2.0
2344;1;1.0
23440000;1;1.0
2345;1;1.0
23450000;1;1.0
2346;2_3;2.0
23460000;2_3;2.0
2347;3_2;3.0
23470000;3_2;3.0
2348;1;1.0
23480000;1;1.0
2349;1;1.0
23490000;1;1.0
2350;1;1.0
23500000;1;1.0
2351;1;1.0
23510000;1;1.0
2352;2_1;2.0
23520000;2_1;2.0
2353;2_1;2.0
23530000;2_1;2.0
2354;2_1;2.0
23540000;2_1;2.0
2355;3_3;3.0
23550000;3_3;3.0
2356;2_3;2.0
23560000;2_3;2.0
2357;1;1.0
23570000;1;1.0
2358;3_1;3.0
23580000;3_1;3.0
2359;3_2;3.0
23590000;3_2;3.0
2360;5;5.0
23600000;5;5.0
2361;8_1;8.0
23610000;8_1;8.0
2362;1;1.0
23620000;1;1.0
2363;2_3;2.0
23630000;2_3;2.0
2364;1;1.0
23640000;1;1.0
2366;1;1.0
23660000;1;1.0
2367;1;1.0
23670000;1;1.0
2368;2_1;2.0
23680000;2_1;2.0
2369;1;1.0
23690000;1;1.0
2370;2_2;2.0
23700000;2_2;2.0
2371;4;4.0
23710000;4;4.0
2372;3_1;3.0
23720000;3_1;3.0
2373;2_3;2.0
23730000;2_3;2.0
2374;3_3;3.0
23740000;3_3;3.0
2375;2_1;2.0
23750000;2_1;2.0
2376;1;1.0
23760000;1;1.0
2377;2_3;2.0
23770000;2_3;2.0
2378;1;1.0
23780000;1;1.0
2379;1;1.0
23790000;1;1.0
2380;1;1.0
23800000;1;1.0
2381;8_1;8.0
23810000;8_1;8.0
2382;3_3;3.0
23820000;3_3;3.0
2383;3_3;3.0
23830000;3_3;3.0
2384;1;1.0
23840000;1;1.0
2385;1;1.0
23850000;1;1.0
2386;1;1.0
23860000;1;1.0
2387;3_1;3.0
23870000;3_1;3.0
2388;2_1;2.0
23880000;2_1;2.0
2389;2_3;2.0
23890000;2_3;2.0
2390;2_1;2.0
23900000;2_1;2.0
2391;2_1;2.0
23910000;2_1;2.0
2392;1;1.0
23920000;1;1.0
2393;2_1;2.0
23930000;2_1;2.0
2395;1;1.0
23950000;1;1.0
2396;2_1;2.0
23960000;2_1;2.0
2397;4;4.0
23970000;4;4.0
2398;3_3;3.0
23980000;3_3;3.0
2399;3_1;3.0
23990000;3_1;3.0
2400;1;1.0
24000000;1;1.0
2401;2_1;2.0
24010000;2_1;2.0
2402;2_1;2.0
24020000;2_1;2.0
2403;1;1.0
24030000;1;1.0
2404;1;1.0
24040000;1;1.0
2405;1;1.0
24050000;1;1.0
2406;2_2;2.0
24060000;2_2;2.0
2407;1;1.0
24070000;1;1.0
24080101;5;5.0
24080102;4;4.0
24080103;3_2;3.0
24080201;3_2;3.0
24080301;5;5.0
24080401;3_2;3.0
24080402;5;5.0
24080501;5;5.0
24080601;5;5.0
24080701;5;5.0
24080801;5;5.0
24080901;4;4.0
2409;2_3;2.0
24090000;2_3;2.0
2410;2_1;2.0
24100000;2_1;2.0
2411;2_1;2.0
24110000;2_1;2.0
2412;2_1;2.0
24120000;2_1;2.0
2413;1;1.0
24130000;1;1.0
2414;1;1.0
24140000;1;1.0
2415;2_1;2.0
24150000;2_1;2.0
2416;2_1;2.0
24160000;2_1;2.0
2417;1;1.0
24170000;1;1.0
2418;2_1;2.0
24180000;2_1;2.0
2419;1;1.0
24190000;1;1.0
2420;3_3;3.0
24200000;3_3;3.0
2421;2_1;2.0
24210000;2_1;2.0
2422;2_3;2.0
24220000;2_3;2.0
2423;2_3;2.0
24230000;2_3;2.0
2424;1;1.0
24240000;1;1.0
2425;2_1;2.0
24250000;2_1;2.0
2426;3_3;3.0
24260000;3_3;3.0
2427;1;1.0
24270000;1;1.0
2428;2_1;2.0
24280000;2_1;2.0
2429;1;1.0
24290000;1;1.0
2430;3_1;3.0
24300000;3_1;3.0
2431;1;1.0
24310000;1;1.0
2432;1;1.0
24320000;1;1.0
2433;3_1;3.0
24330000;3_1;3.0
2434;2_2;2.0
24340000;2_2;2.0
2435;2_1;2.0
24350000;2_1;2.0
2438;2_1;2.0
24380000;2_1;2.0
2439;1;1.0
24390000;1;1.0
2440;2_1;2.0
24400000;2_1;2.0
2441;2_1;2.0
24410000;2_1;2.0
2442;1;1.0
24420000;1;1.0
2443;1;1.0
24430000;1;1.0
2444;1;1.0
24440000;1;1.0
2445;3_1;3.0
24450000;3_1;3.0
2446;1;1.0
24460000;1;1.0
2447;2_1;2.0
24470000;2_1;2.0
2448;2_1;2.0
24480000;2_1;2.0
2449;2_1;2.0
24490000;2_1;2.0
2450;3_2;3.0
24500000;3_2;3.0
2451;3_3;3.0
24510000;3_3;3.0
2452;3_3;3.0
24520000;3_3;3.0
2453;2_3;2.0
24530000;2_3;2.0
2454;2_3;2.0
24540000;2_3;2.0
2455;1;1.0
24550000;1;1.0
2456;2_3;2.0
24560000;2_3;2.0
2457;2_1;2.0
24570000;2_1;2.0
2458;1;1.0
24580000;1;1.0
2459;3_3;3.0
24590000;3_3;3.0
2460;2_3;2.0
24600000;2_3;2.0
2461;1;1.0
24610000;1;1.0
2462;1;1.0
24620000;1;1.0
2463;1;1.0
24630000;1;1.0
2464;3_3;3.0
24640000;3_3;3.0
2465;2_1;2.0
24650000;2_1;2.0
2466;2_1;2.0
24660000;2_1;2.0
2467;2_1;2.0
24670000;2_1;2.0
2468;5;5.0
24680000;5;5.0
2469;2_3;2.0
24690000;2_3;2.0
2470;2_3;2.0
24700000;2_3;2.0
2471;1;1.0
24710000;1;1.0
2472;1;1.0
24720000;1;1.0
2473;1;1.0
24730000;1;1.0
2474;1;1.0
24740000;1;1.0
2475;2_2;2.0
24750000;2_2;2.0
2476;2_3;2.0
24760000;2_3;2.0
2477;3_1;3.0
24770000;3_1;3.0
2478;2_1;2.0
24780000;2_1;2.0
2479;2_2;2.0
24790000;2_2;2.0
2480;2_1;2.0
24800000;2_1;2.0
2481;3_3;3.0
24810000;3_3;3.0
2482;1;1.0
24820000;1;1.0
2483;3_3;3.0
24830000;3_3;3.0
2484;3_3;3.0
24840000;3_3;3.0
2485;2_2;2.0
24850000;2_2;2.0
2486;2_1;2.0
24860000;2_1;2.0
2487;3_3;3.0
24870000;3_3;3.0
2488;1;1.0
24880000;1;1.0
2489;1;1.0
24890000;1;1.0
2490;1;1.0
24900000;1;1.0
2491;2_1;2.0
24910000;2_1;2.0
2492;2_1;2.0
24920000;2_1;2.0
2493;1;1.0
24930000;1;1.0
2494;1;1.0
24940000;1;1.0
2495;3_2;3.0
24950000;3_2;3.0
2496;2_1;2.0
24960000;2_1;2.0
2497;3_3;3.0
24970000;3_3;3.0
2498;2_3;2.0
24980000;2_3;2.0
2499;2_2;2.0
24990000;2_2;2.0
2500;2_3;2.0
25000000;2_3;2.0
2501;1;1.0
25010000;1;1.0
2502;5;5.0
25020000;5;5.0
2503;1;1.0
25030000;1;1.0
2504;2_3;2.0
25040000;2_3;2.0
2505;2_1;2.0
25050000;2_1;2.0
2506;2_1;2.0
25060000;2_1;2.0
2507;2_1;2.0
25070000;2_1;2.0
2508;1;1.0
25080000;1;1.0
2509;2_2;2.0
25090000;2_2;2.0
2510;1;1.0
25100000;1;1.0
2511;1;1.0
25110000;1;1.0
2512;2_1;2.0
25120000;2_1;2.0
2513;2_1;2.0
25130000;2_1;2.0
2514;2_2;2.0
25140000;2_2;2.0
2515;2_1;2.0
25150000;2_1;2.0
2516;2_2;2.0
25160000;2_2;2.0
2517;2_2;2.0
25170000;2_2;2.0
2518;1;1.0
25180000;1;1.0
2519;2_1;2.0
25190000;2_1;2.0
2520;2_3;2.0
25200000;2_3;2.0
2521;3_1;3.0
25210000;3_1;3.0
2522;2_1;2.0
25220000;2_1;2.0
2523;2_2;2.0
25230000;2_2;2.0
2524;1;1.0
25240000;1;1.0
2525;3_2;3.0
25250000;3_2;3.0
2526;1;1.0
25260000;1;1.0
2527;1;1.0
25270000;1;1.0
2528;1;1.0
25280000;1;1.0
2529;1;1.0
25290000;1;1.0
2530;2_1;2.0
25300000;2_1;2.0
2531;2_1;2.0
25310000;2_1;2.0
2532;3_1;3.0
25320000;3_1;3.0
2533;2_1;2.0
25330000;2_1;2.0
2534;1;1.0
25340000;1;1.0
2535;1;1.0
25350000;1;1.0
2536;1;1.0
25360000;1;1.0
2537;1;1.0
25370000;1;1.0
2538;1;1.0
25380000;1;1.0
2539;2_1;2.0
25390000;2_1;2.0
2540;2_2;2.0
25400000;2_2;2.0
2541;2_3;2.0
25410000;2_3;2.0
2542;1;1.0
25420000;1;1.0
2543;5;5.0
25430000;5;5.0
2544;3_1;3.0
25440000;3_1;3.0
2545;2_3;2.0
25450000;2_3;2.0
2546;1;1.0
25460000;1;1.0
2547;1;1.0
25470000;1;1.0
2548;3_1;3.0
25480000;3_1;3.0
2549;3_2;3.0
25490000;3_2;3.0
2550;2_1;2.0
25500000;2_1;2.0
2551;1;1.0
25510000;1;1.0
2552;1;1.0
25520000;1;1.0
2553;2_3;2.0
25530000;2_3;2.0
2554;3_2;3.0
25540000;3_2;3.0
2555;2_3;2.0
25550000;2_3;2.0
2556;2_1;2.0
25560000;2_1;2.0
2557;2_1;2.0
25570000;2_1;2.0
2558;5;5.0
25580000;5;5.0
2559;2_3;2.0
25590000;2_3;2.0
2560;1;1.0
25600000;1;1.0
2561;1;1.0
25610000;1;1.0
2562;1;1.0
25620000;1;1.0
2563;1;1.0
25630000;1;1.0
2564;3_2;3.0
25640000;3_2;3.0
2565;1;1.0
25650000;1;1.0
2566;2_3;2.0
25660000;2_3;2.0
2567;2_3;2.0
25670000;2_3;2.0
2568;2_1;2.0
25680000;2_1;2.0
2569;2_2;2.0
25690000;2_2;2.0
2570;1;1.0
25700000;1;1.0
2571;3_2;3.0
25710000;3_2;3.0
2572;1;1.0
25720000;1;1.0
2573;1;1.0
25730000;1;1.0
2574;3_1;3.0
25740000;3_1;3.0
2575;5;5.0
25750000;5;5.0
2576;3_3;3.0
25760000;3_3;3.0
2577;1;1.0
25770000;1;1.0
2578;2_1;2.0
25780000;2_1;2.0
2579;2_1;2.0
25790000;2_1;2.0
2580;3_1;3.0
25800000;3_1;3.0
2581;1;1.0
25810000;1;1.0
2582;2_1;2.0
25820000;2_1;2.0
2583;2_1;2.0
25830000;2_1;2.0
2584;1;1.0
25840000;1;1.0
2585;1;1.0
25850000;1;1.0
2586;2_1;2.0
25860000;2_1;2.0
2587;3_3;3.0
25870000;3_3;3.0
2588;1;1.0
25880000;1;1.0
2589;1;1.0
25890000;1;1.0
2590;1;1.0
25900000;1;1.0
2591;2_1;2.0
25910000;2_1;2.0
2592;2_1;2.0
25920000;2_1;2.0
2593;3_2;3.0
25930000;3_2;3.0
2594;2_1;2.0
25940000;2_1;2.0
2595;1;1.0
25950000;1;1.0
2596;2_3;2.0
25960000;2_3;2.0
2597;2_2;2.0
25970000;2_2;2.0
2598;1;1.0
25980000;1;1.0
2599;1;1.0
25990000;1;1.0
2600;2_3;2.0
26000000;2_3;2.0
2601;1;1.0
26010000;1;1.0
2602;5;5.0
26020000;5;5.0
2604;2_2;2.0
26040000;2_2;2.0
2605;2_1;2.0
26050000;2_1;2.0
2606;2_1;2.0
26060000;2_1;2.0
2607;2_2;2.0
26070000;2_2;2.0
2608;2_3;2.0
26080000;2_3;2.0
2609;1;1.0
26090000;1;1.0
2610;3_2;3.0
26100000;3_2;3.0
2612;1;1.0
26120000;1;1.0
2613;2_3;2.0
26130000;2_3;2.0
2614;1;1.0
26140000;1;1.0
2615;3_3;3.0
26150000;3_3;3.0
2616;2_1;2.0
26160000;2_1;2.0
2617;2_1;2.0
26170000;2_1;2.0
2618;3_1;3.0
26180000;3_1;3.0
2619;1;1.0
26190000;1;1.0
2620;2_2;2.0
26200000;2_2;2.0
2621;1;1.0
26210000;1;1.0
2622;2_1;2.0
26220000;2_1;2.0
2623;2_2;2.0
26230000;2_2;2.0
2624;1;1.0
26240000;1;1.0
2625;2_2;2.0
26250000;2_2;2.0
2626;2_2;2.0
26260000;2_2;2.0
2627;1;1.0
26270000;1;1.0
2628;2_1;2.0
26280000;2_1;2.0
2629;1;1.0
26290000;1;1.0
2631;1;1.0
26310000;1;1.0
2632;1;1.0
26320000;1;1.0
2633;1;1.0
26330000;1;1.0
2634;2_1;2.0
26340000;2_1;2.0
2635;1;1.0
26350000;1;1.0
2636;3_3;3.0
26360000;3_3;3.0
2637;3_3;3.0
26370000;3_3;3.0
2638;2_1;2.0
26380000;2_1;2.0
2639;1;1.0
26390000;1;1.0
2640;2_1;2.0
26400000;2_1;2.0
2641;1;1.0
26410000;1;1.0
2642;2_1;2.0
26420000;2_1;2.0
2643;3_1;3.0
26430000;3_1;3.0
2644;1;1.0
26440000;1;1.0
2645;1;1.0
26450000;1;1.0
2646;1;1.0
26460000;1;1.0
2647;1;1.0
26470000;1;1.0
2648;5;5.0
26480000;5;5.0
2649;2_3;2.0
26490000;2_3;2.0
2650;1;1.0
26500000;1;1.0
2651;1;1.0
26510000;1;1.0
2652;2_2;2.0
26520000;2_2;2.0
2653;1;1.0
26530000;1;1.0
2654;1;1.0
26540000;1;1.0
2655;1;1.0
26550000;1;1.0
2656;2_3;2.0
26560000;2_3;2.0
2657;1;1.0
26570000;1;1.0
2658;3_3;3.0
26580000;3_3;3.0
2659;3_2;3.0
26590000;3_2;3.0
2660;2_1;2.0
26600000;2_1;2.0
2661;1;1.0
26610000;1;1.0
2662;2_1;2.0
26620000;2_1;2.0
2663;1;1.0
26630000;1;1.0
2664;1;1.0
26640000;1;1.0
2665;2_1;2.0
26650000;2_1;2.0
2666;5;5.0
26660000;5;5.0
2667;2_2;2.0
26670000;2_2;2.0
2668;3_1;3.0
26680000;3_1;3.0
2669;1;1.0
26690000;1;1.0
2670;2_3;2.0
26700000;2_3;2.0
2671;2_1;2.0
26710000;2_1;2.0
2672;2_1;2.0
26720000;2_1;2.0
2673;2_1;2.0
26730000;2_1;2.0
2674;2_1;2.0
26740000;2_1;2.0
2675;1;1.0
26750000;1;1.0
2676;5;5.0
26760000;5;5.0
2677;1;1.0
26770000;1;1.0
2678;2_1;2.0
26780000;2_1;2.0
2679;2_1;2.0
26790000;2_1;2.0
2680;3_1;3.0
26800000;3_1;3.0
2681;1;1.0
26810000;1;1.0
2682;1;1.0
26820000;1;1.0
2683;1;1.0
26830000;1;1.0
2684;5;5.0
26840000;5;5.0
2685;1;1.0
26850000;1;1.0
2686;2_3;2.0
26860000;2_3;2.0
2687;1;1.0
26870000;1;1.0
2688;1;1.0
26880000;1;1.0
2689;1;1.0
26890000;1;1.0
2690;2_1;2.0
26900000;2_1;2.0
26910101;8_2;8.0
26910102;8_1;8.0
26910103;5;5.0
26910104;4;4.0
26910201;4;4.0
26910202;3_2;3.0
26910203;3_2;3.0
26910204;3_2;3.0
26910205;4;4.0
26910206;4;4.0
26910207;3_2;3.0
26910208;3_2;3.0
26910209;4;4.0
26910210;5;5.0
26910301;5;5.0
26910302;4;4.0
26910303;4;4.0
26910304;5;5.0
26910401;4;4.0
26910402;4;4.0
26910403;3_2;3.0
26910501;8_1;8.0
26910502;3_2;3.0
26910503;4;4.0
26910504;3_2;3.0
26910505;5;5.0
26910601;5;5.0
2693;2_1;2.0
26930000;2_1;2.0
2694;2_3;2.0
26940000;2_3;2.0
2695;2_2;2.0
26950000;2_2;2.0
2696;2_1;2.0
26960000;2_1;2.0
2697;1;1.0
26970000;1;1.0
2698;1;1.0
26980000;1;1.0
2699;4;4.0
26990000;4;4.0
2701;2_3;2.0
27010000;2_3;2.0
2702;3_3;3.0
27020000;3_3;3.0
2703;3_2;3.0
27030000;3_2;3.0
2704;2_2;2.0
27040000;2_2;2.0
2705;2_1;2.0
27050000;2_1;2.0
2706;3_3;3.0
27060000;3_3;3.0
2707;1;1.0
27070000;1;1.0
2708;1;1.0
27080000;1;1.0
2709;2_3;2.0
27090000;2_3;2.0
2710;3_3;3.0
27100000;3_3;3.0
2711;1;1.0
27110000;1;1.0
2712;2_2;2.0
27120000;2_2;2.0
2713;2_2;2.0
27130000;2_2;2.0
2714;1;1.0
27140000;1;1.0
2715;1;1.0
27150000;1;1.0
2716;2_2;2.0
27160000;2_2;2.0
2717;2_1;2.0
27170000;2_1;2.0
2718;2_1;2.0
27180000;2_1;2.0
2719;3_1;3.0
27190000;3_1;3.0
2720;3_1;3.0
27200000;3_1;3.0
2721;1;1.0
27210000;1;1.0
27220101;5;5.0
27220102;3_2;3.0
27220103;8_1;8.0
27220201;3_2;3.0
27220301;4;4.0
27220401;3_2;3.0
27220501;5;5.0
27220502;5;5.0
27220503;8_2;8.0
27220601;4;4.0
27220701;4;4.0
27220801;3_2;3.0
27220901;5;5.0
2723;2_1;2.0
27230000;2_1;2.0
2724;2_1;2.0
27240000;2_1;2.0
2725;2_1;2.0
27250000;2_1;2.0
2726;2_2;2.0
27260000;2_2;2.0
2727;1;1.0
27270000;1;1.0
2728;2_2;2.0
27280000;2_2;2.0
2729;2_1;2.0
27290000;2_1;2.0
2730;2_3;2.0
27300000;2_3;2.0
2731;1;1.0
27310000;1;1.0
2732;2_1;2.0
27320000;2_1;2.0
2733;1;1.0
27330000;1;1.0
2734;2_1;2.0
27340000;2_1;2.0
2735;1;1.0
27350000;1;1.0
2736;1;1.0
27360000;1;1.0
2737;2_3;2.0
27370000;2_3;2.0
27380101;3_1;3.0
27380102;3_2;3.0
27380201;3_2;3.0
27380301;4;4.0
27380302;5;5.0
27380401;4;4.0
2739;1;1.0
27390000;1;1.0
2740;2_3;2.0
27400000;2_3;2.0
2741;2_1;2.0
27410000;2_1;2.0
2742;2_2;2.0
27420000;2_2;2.0
2743;1;1.0
27430000;1;1.0
2744;2_1;2.0
27440000;2_1;2.0
2745;1;1.0
27450000;1;1.0
2746;2_2;2.0
27460000;2_2;2.0
2747;2_1;2.0
27470000;2_1;2.0
2748;3_2;3.0
27480000;3_2;3.0
2749;2_1;2.0
27490000;2_1;2.0
2750;2_3;2.0
27500000;2_3;2.0
2751;1;1.0
27510000;1;1.0
2752;1;1.0
27520000;1;1.0
2753;1;1.0
27530000;1;1.0
2754;1;1.0
27540000;1;1.0
2755;2_3;2.0
27550000;2_3;2.0
2756;3_3;3.0
27560000;3_3;3.0
2757;3_2;3.0
27570000;3_2;3.0
2758;5;5.0
27580000;5;5.0
2759;1;1.0
27590000;1;1.0
2760;1;1.0
27600000;1;1.0
2761;2_2;2.0
27610000;2_2;2.0
2762;2_1;2.0
27620000;2_1;2.0
2763;2_1;2.0
27630000;2_1;2.0
2764;2_1;2.0
27640000;2_1;2.0
2765;1;1.0
27650000;1;1.0
2766;2_1;2.0
27660000;2_1;2.0
2767;1;1.0
27670000;1;1.0
2768;2_2;2.0
27680000;2_2;2.0
2769;2_3;2.0
27690000;2_3;2.0
2770;2_2;2.0
27700000;2_2;2.0
2771;2_2;2.0
27710000;2_2;2.0
2772;1;1.0
27720000;1;1.0
2773;1;1.0
27730000;1;1.0
2774;1;1.0
27740000;1;1.0
2775;2_3;2.0
27750000;2_3;2.0
2776;1;1.0
27760000;1;1.0
2777;1;1.0
27770000;1;1.0
2778;2_1;2.0
27780000;2_1;2.0
2779;2_1;2.0
27790000;2_1;2.0
2780;3_2;3.0
27800000;3_2;3.0
2781;2_2;2.0
27810000;2_2;2.0
2782;2_3;2.0
27820000;2_3;2.0
2783;1;1.0
27830000;1;1.0
2784;1;1.0
27840000;1;1.0
2785;2_3;2.0
27850000;2_3;2.0
2786;1;1.0
27860000;1;1.0
2787;1;1.0
27870000;1;1.0
2788;2_2;2.0
27880000;2_2;2.0
2789;5;5.0
27890000;5;5.0
2790;1;1.0
27900000;1;1.0
2791;1;1.0
27910000;1;1.0
2792;2_1;2.0
27920000;2_1;2.0
2793;1;1.0
27930000;1;1.0
2794;2_1;2.0
27940000;2_1;2.0
2795;5;5.0
27950000;5;5.0
2796;2_1;2.0
27960000;2_1;2.0
2797;1;1.0
27970000;1;1.0
2798;2_3;2.0
27980000;2_3;2.0
2799;1;1.0
27990000;1;1.0
2800;2_1;2.0
28000000;2_1;2.0
2801;2_3;2.0
28010000;2_3;2.0
2802;2_1;2.0
28020000;2_1;2.0
2803;1;1.0
28030000;1;1.0
2804;1;1.0
28040000;1;1.0
2805;3_1;3.0
28050000;3_1;3.0
2806;2_2;2.0
28060000;2_2;2.0
2807;2_2;2.0
28070000;2_2;2.0
2808;2_1;2.0
28080000;2_1;2.0
2809;2_1;2.0
28090000;2_1;2.0
2811;1;1.0
28110000;1;1.0
2812;2_1;2.0
28120000;2_1;2.0
2813;2_1;2.0
28130000;2_1;2.0
2814;1;1.0
28140000;1;1.0
2815;2_1;2.0
28150000;2_1;2.0
2816;2_2;2.0
28160000;2_2;2.0
2817;2_2;2.0
28170000;2_2;2.0
2818;2_3;2.0
28180000;2_3;2.0
2819;2_1;2.0
28190000;2_1;2.0
2820;5;5.0
28200000;5;5.0
2821;2_3;2.0
28210000;2_3;2.0
2822;2_1;2.0
28220000;2_1;2.0
2823;1;1.0
28230000;1;1.0
2824;3_3;3.0
28240000;3_3;3.0
2826;2_3;2.0
28260000;2_3;2.0
2827;2_2;2.0
28270000;2_2;2.0
2828;1;1.0
28280000;1;1.0
2829;3_3;3.0
28290000;3_3;3.0
2830;3_1;3.0
28300000;3_1;3.0
2831;1;1.0
28310000;1;1.0
2832;1;1.0
28320000;1;1.0
2833;3_3;3.0
28330000;3_3;3.0
2834;2_2;2.0
28340000;2_2;2.0
3001;3_2;3.0
30010000;3_2;3.0
3002;2_1;2.0
30020000;2_1;2.0
3003;5;5.0
30030000;5;5.0
3004;1;1.0
30040000;1;1.0
3005;2_3;2.0
30050000;2_3;2.0
3006;3_1;3.0
30060000;3_1;3.0
3007;1;1.0
30070000;1;1.0
3008;2_3;2.0
30080000;2_3;2.0
3009;2_1;2.0
30090000;2_1;2.0
3010;1;1.0
30100000;1;1.0
3011;2_1;2.0
30110000;2_1;2.0
3012;1;1.0
30120000;1;1.0
3013;5;5.0
30130000;5;5.0
3014;1;1.0
30140000;1;1.0
3015;2_1;2.0
30150000;2_1;2.0
3016;2_1;2.0
30160000;2_1;2.0
3017;2_2;2.0
30170000;2_2;2.0
3018;2_3;2.0
30180000;2_3;2.0
3019;3_1;3.0
30190000;3_1;3.0
3020;1;1.0
30200000;1;1.0
3021;2_2;2.0
30210000;2_2;2.0
3022;3_1;3.0
30220000;3_1;3.0
3023;8_1;8.0
30230000;8_1;8.0
3024;1;1.0
30240000;1;1.0
3025;2_3;2.0
30250000;2_3;2.0
